step,time_s,x_robot,y_robot,angulo_grados,sensor_crudo,kalman,action
3883,124.256,0.8256,-0.7882,-73.83,0.7633,0.7621,COMPLETADO
3884,124.288,0.8256,-0.7882,-73.83,0.725,0.7607,COMPLETADO
3885,124.32,0.8256,-0.7882,-73.83,0.7315,0.7586,COMPLETADO
3886,124.352,0.8256,-0.7882,-73.83,0.7933,0.7589,COMPLETADO
3887,124.384,0.8256,-0.7882,-73.83,0.7621,0.7592,COMPLETADO
3888,124.416,0.8256,-0.7882,-73.83,0.7549,0.7592,COMPLETADO
3889,124.448,0.8256,-0.7882,-73.83,0.7448,0.7585,COMPLETADO
3890,124.48,0.8256,-0.7882,-73.83,0.7276,0.7568,COMPLETADO
3891,124.512,0.8256,-0.7882,-73.83,0.7639,0.7561,COMPLETADO
3892,124.544,0.8256,-0.7882,-73.83,0.7496,0.7554,COMPLETADO
3893,124.576,0.8256,-0.7882,-73.83,0.7532,0.7548,COMPLETADO
3894,124.608,0.8256,-0.7882,-73.83,0.7369,0.7537,COMPLETADO
3895,124.64,0.8256,-0.7882,-73.83,0.7405,0.7525,COMPLETADO
3896,124.672,0.8256,-0.7882,-73.83,0.7766,0.7528,COMPLETADO
3897,124.704,0.8256,-0.7882,-73.83,0.7913,0.7547,COMPLETADO
3898,124.736,0.8256,-0.7882,-73.83,0.7442,0.7553,COMPLETADO
3899,124.768,0.8256,-0.7882,-73.83,0.7823,0.7569,COMPLETADO
3900,124.8,0.8256,-0.7882,-73.83,0.7255,0.7565,COMPLETADO
3901,124.832,0.8256,-0.7882,-73.83,0.7465,0.7558,COMPLETADO
3902,124.864,0.8256,-0.7882,-73.83,0.759,0.7555,COMPLETADO
3903,124.896,0.8256,-0.7882,-73.83,0.7785,0.7563,COMPLETADO
3904,124.928,0.8256,-0.7882,-73.83,0.7533,0.7567,COMPLETADO
3905,124.96,0.8256,-0.7882,-73.83,0.7937,0.7586,COMPLETADO
3906,124.992,0.8256,-0.7882,-73.83,0.7534,0.7594,COMPLETADO
3907,125.024,0.8256,-0.7882,-73.83,0.768,0.7603,COMPLETADO
3908,125.056,0.8256,-0.7882,-73.83,0.7618,0.7609,COMPLETADO
3909,125.088,0.8256,-0.7882,-73.83,0.7557,0.7611,COMPLETADO
3910,125.12,0.8256,-0.7882,-73.83,0.7854,0.7622,COMPLETADO
3911,125.152,0.8256,-0.7882,-73.83,0.7105,0.7606,COMPLETADO
3912,125.184,0.8256,-0.7882,-73.83,0.7441,0.759,COMPLETADO
3913,125.216,0.8256,-0.7882,-73.83,0.7747,0.7586,COMPLETADO
3914,125.248,0.8256,-0.7882,-73.83,0.7986,0.7602,COMPLETADO
3915,125.28,0.8256,-0.7882,-73.83,0.7793,0.762,COMPLETADO
3916,125.312,0.8256,-0.7882,-73.83,0.7478,0.7624,COMPLETADO
3917,125.344,0.8256,-0.7882,-73.83,0.7729,0.7631,COMPLETADO
3918,125.376,0.8256,-0.7882,-73.83,0.7543,0.7632,COMPLETADO
3919,125.408,0.8256,-0.7882,-73.83,0.7892,0.7644,COMPLETADO
3920,125.44,0.8256,-0.7882,-73.83,0.782,0.7658,COMPLETADO
3921,125.472,0.8256,-0.7882,-73.83,0.811,0.7687,COMPLETADO
3922,125.504,0.8256,-0.7882,-73.83,0.7527,0.7697,COMPLETADO
3923,125.536,0.8256,-0.7882,-73.83,0.7357,0.7688,COMPLETADO
3924,125.568,0.8256,-0.7882,-73.83,0.739,0.767,COMPLETADO
3925,125.6,0.8256,-0.7882,-73.83,0.7361,0.7645,COMPLETADO
3926,125.632,0.8256,-0.7882,-73.83,0.7884,0.7641,COMPLETADO
3927,125.664,0.8256,-0.7882,-73.83,0.7574,0.7636,COMPLETADO
3928,125.696,0.8256,-0.7882,-73.83,0.7682,0.7634,COMPLETADO
3929,125.728,0.8256,-0.7882,-73.83,0.7765,0.7639,COMPLETADO
3930,125.76,0.8256,-0.7882,-73.83,0.7697,0.7645,COMPLETADO
3931,125.792,0.8256,-0.7882,-73.83,0.776,0.7653,COMPLETADO
3932,125.824,0.8256,-0.7882,-73.83,0.7494,0.7651,COMPLETADO
3933,125.856,0.8256,-0.7882,-73.83,0.8124,0.7671,COMPLETADO
3934,125.888,0.8256,-0.7882,-73.83,0.8109,0.7702,COMPLETADO
3935,125.92,0.8256,-0.7882,-73.83,0.785,0.7727,COMPLETADO
3936,125.952,0.8256,-0.7882,-73.83,0.8114,0.7759,COMPLETADO
3937,125.984,0.8256,-0.7882,-73.83,0.7128,0.775,COMPLETADO
3938,126.016,0.8256,-0.7882,-73.83,0.7439,0.7731,COMPLETADO
3939,126.048,0.8256,-0.7882,-73.83,0.7637,0.7716,COMPLETADO
3940,126.08,0.8256,-0.7882,-73.83,0.772,0.7707,COMPLETADO
3941,126.112,0.8256,-0.7882,-73.83,0.7434,0.769,COMPLETADO
3942,126.144,0.8256,-0.7882,-73.83,0.7761,0.7682,COMPLETADO
3943,126.176,0.8256,-0.7882,-73.83,0.7927,0.7689,COMPLETADO
3944,126.208,0.8256,-0.7882,-73.83,0.7685,0.7692,COMPLETADO
3945,126.24,0.8256,-0.7882,-73.83,0.7578,0.769,COMPLETADO
3946,126.272,0.8256,-0.7882,-73.83,0.7833,0.7694,COMPLETADO
3947,126.304,0.8256,-0.7882,-73.83,0.7673,0.7696,COMPLETADO
3948,126.336,0.8256,-0.7882,-73.83,0.7344,0.7682,COMPLETADO
3949,126.368,0.8256,-0.7882,-73.83,0.7798,0.7678,COMPLETADO
3950,126.4,0.8256,-0.7882,-73.83,0.7493,0.7668,COMPLETADO
3951,126.432,0.8256,-0.7882,-73.83,0.729,0.7645,COMPLETADO
3952,126.464,0.8256,-0.7882,-73.83,0.7474,0.7624,COMPLETADO
3953,126.496,0.8256,-0.7882,-73.83,0.7605,0.7611,COMPLETADO
3954,126.528,0.8256,-0.7882,-73.83,0.7611,0.7603,COMPLETADO
3955,126.56,0.8256,-0.7882,-73.83,0.7386,0.7588,COMPLETADO
3956,126.592,0.8256,-0.7882,-73.83,0.7503,0.7576,COMPLETADO
3957,126.624,0.8256,-0.7882,-73.83,0.7459,0.7564,COMPLETADO
3958,126.656,0.8256,-0.7882,-73.83,0.7668,0.7561,COMPLETADO
3959,126.688,0.8256,-0.7882,-73.83,0.7807,0.757,COMPLETADO
3960,126.72,0.8256,-0.7882,-73.83,0.7979,0.7593,COMPLETADO
3961,126.752,0.8256,-0.7882,-73.83,0.8272,0.7637,COMPLETADO
3962,126.784,0.8256,-0.7882,-73.83,0.7572,0.766,COMPLETADO
3963,126.816,0.8256,-0.7882,-73.83,0.7456,0.7665,COMPLETADO
3964,126.848,0.8256,-0.7882,-73.83,0.8124,0.7688,COMPLETADO
3965,126.88,0.8256,-0.7882,-73.83,0.7477,0.7693,COMPLETADO
3966,126.912,0.8256,-0.7882,-73.83,0.7601,0.7691,COMPLETADO
3967,126.944,0.8256,-0.7882,-73.83,0.751,0.7683,COMPLETADO
3968,126.976,0.8256,-0.7882,-73.83,0.7265,0.7659,COMPLETADO
3969,127.008,0.8256,-0.7882,-73.83,0.828,0.7672,COMPLETADO
3970,127.04,0.8256,-0.7882,-73.83,0.7744,0.7683,COMPLETADO
3971,127.072,0.8256,-0.7882,-73.83,0.7704,0.7691,COMPLETADO
3972,127.104,0.8256,-0.7882,-73.83,0.7832,0.7701,COMPLETADO
3973,127.136,0.8256,-0.7882,-73.83,0.7683,0.7707,COMPLETADO
3974,127.168,0.8256,-0.7882,-73.83,0.7749,0.7712,COMPLETADO
3975,127.2,0.8256,-0.7882,-73.83,0.756,0.7708,COMPLETADO
3976,127.232,0.8256,-0.7882,-73.83,0.6838,0.7668,COMPLETADO
3977,127.264,0.8256,-0.7882,-73.83,0.7911,0.7655,COMPLETADO
3978,127.296,0.8256,-0.7882,-73.83,0.7747,0.7651,COMPLETADO
3979,127.328,0.8256,-0.7882,-73.83,0.772,0.7651,COMPLETADO
3980,127.36,0.8256,-0.7882,-73.83,0.7611,0.765,COMPLETADO
3981,127.392,0.8256,-0.7882,-73.83,0.7778,0.7655,COMPLETADO
3982,127.424,0.8256,-0.7882,-73.83,0.7646,0.7657,COMPLETADO
3983,127.456,0.8256,-0.7882,-73.83,0.7456,0.765,COMPLETADO
3984,127.488,0.8256,-0.7882,-73.83,0.7748,0.765,COMPLETADO
3985,127.52,0.8256,-0.7882,-73.83,0.7583,0.7647,COMPLETADO
3986,127.552,0.8256,-0.7882,-73.83,0.7457,0.7637,COMPLETADO
3987,127.584,0.8256,-0.7882,-73.83,0.709,0.7607,COMPLETADO
3988,127.616,0.8256,-0.7882,-73.83,0.772,0.7594,COMPLETADO
3989,127.648,0.8256,-0.7882,-73.83,0.7954,0.7602,COMPLETADO
3990,127.68,0.8256,-0.7882,-73.83,0.8072,0.7627,COMPLETADO
3991,127.712,0.8256,-0.7882,-73.83,0.7436,0.7634,COMPLETADO
3992,127.744,0.8256,-0.7882,-73.83,0.7104,0.7615,COMPLETADO
3993,127.776,0.8256,-0.7882,-73.83,0.7473,0.7597,COMPLETADO
3994,127.808,0.8256,-0.7882,-73.83,0.7623,0.7588,COMPLETADO
3995,127.84,0.8256,-0.7882,-73.83,0.7745,0.7589,COMPLETADO
3996,127.872,0.8256,-0.7882,-73.83,0.7559,0.7589,COMPLETADO
3997,127.904,0.8256,-0.7882,-73.83,0.7449,0.7582,COMPLETADO
3998,127.936,0.8256,-0.7882,-73.83,0.7509,0.7575,COMPLETADO
3999,127.968,0.8256,-0.7882,-73.83,0.7566,0.757,COMPLETADO
4000,128.0,0.8256,-0.7882,-73.83,0.7682,0.7573,COMPLETADO
4001,128.032,0.8256,-0.7882,-73.83,0.721,0.7558,COMPLETADO
4002,128.064,0.8256,-0.7882,-73.83,0.7773,0.7559,COMPLETADO
4003,128.096,0.8256,-0.7882,-73.83,0.8001,0.7579,COMPLETADO
4004,128.128,0.8256,-0.7882,-73.83,0.7594,0.7591,COMPLETADO
4005,128.16,0.8256,-0.7882,-73.83,0.7653,0.7601,COMPLETADO
4006,128.192,0.8256,-0.7882,-73.83,0.7791,0.7616,COMPLETADO
4007,128.224,0.8256,-0.7882,-73.83,0.801,0.7642,COMPLETADO
4008,128.256,0.8256,-0.7882,-73.83,0.7595,0.7655,COMPLETADO
4009,128.288,0.8256,-0.7882,-73.83,0.7506,0.7657,COMPLETADO
4010,128.32,0.8256,-0.7882,-73.83,0.7592,0.7655,COMPLETADO
4011,128.352,0.8256,-0.7882,-73.83,0.7208,0.7634,COMPLETADO
4012,128.384,0.8256,-0.7882,-73.83,0.77,0.7624,COMPLETADO
4013,128.416,0.8256,-0.7882,-73.83,0.7922,0.7632,COMPLETADO
4014,128.448,0.8256,-0.7882,-73.83,0.7632,0.7636,COMPLETADO
4015,128.48,0.8256,-0.7882,-73.83,0.7888,0.765,COMPLETADO
4016,128.512,0.8256,-0.7882,-73.83,0.7928,0.767,COMPLETADO
4017,128.544,0.8256,-0.7882,-73.83,0.7406,0.7671,COMPLETADO
4018,128.576,0.8256,-0.7882,-73.83,0.7509,0.7664,COMPLETADO
4019,128.608,0.8256,-0.7882,-73.83,0.7644,0.7659,COMPLETADO
4020,128.64,0.8256,-0.7882,-73.83,0.7436,0.7646,COMPLETADO
4021,128.672,0.8256,-0.7882,-73.83,0.7555,0.7635,COMPLETADO
4022,128.704,0.8256,-0.7882,-73.83,0.7366,0.7616,COMPLETADO
4023,128.736,0.8256,-0.7882,-73.83,0.7969,0.762,COMPLETADO
4024,128.768,0.8256,-0.7882,-73.83,0.8003,0.764,COMPLETADO
4025,128.8,0.8256,-0.7882,-73.83,0.7698,0.7654,COMPLETADO
4026,128.832,0.8256,-0.7882,-73.83,0.7312,0.7647,COMPLETADO
4027,128.864,0.8256,-0.7882,-73.83,0.7519,0.7638,COMPLETADO
4028,128.896,0.8256,-0.7882,-73.83,0.7544,0.7628,COMPLETADO
4029,128.928,0.8256,-0.7882,-73.83,0.7572,0.762,COMPLETADO
4030,128.96,0.8256,-0.7882,-73.83,0.7538,0.7611,COMPLETADO
4031,128.992,0.8256,-0.7882,-73.83,0.7486,0.76,COMPLETADO
4032,129.024,0.8256,-0.7882,-73.83,0.736,0.7584,COMPLETADO
4033,129.056,0.8256,-0.7882,-73.83,0.8014,0.7592,COMPLETADO
4034,129.088,0.8256,-0.7882,-73.83,0.7635,0.7599,COMPLETADO
4035,129.12,0.8256,-0.7882,-73.83,0.8182,0.7629,COMPLETADO
4036,129.152,0.8256,-0.7882,-73.83,0.7693,0.765,COMPLETADO
4037,129.184,0.8256,-0.7882,-73.83,0.7519,0.7656,COMPLETADO
4038,129.216,0.8256,-0.7882,-73.83,0.735,0.7647,COMPLETADO
4039,129.248,0.8256,-0.7882,-73.83,0.7375,0.7629,COMPLETADO
4040,129.28,0.8256,-0.7882,-73.83,0.805,0.7637,COMPLETADO
4041,129.312,0.8256,-0.7882,-73.83,0.8048,0.766,COMPLETADO
4042,129.344,0.8256,-0.7882,-73.83,0.7669,0.7674,COMPLETADO
4043,129.376,0.8256,-0.7882,-73.83,0.7632,0.7681,COMPLETADO
4044,129.408,0.8256,-0.7882,-73.83,0.7401,0.7672,COMPLETADO
4045,129.44,0.8256,-0.7882,-73.83,0.7271,0.765,COMPLETADO
4046,129.472,0.8256,-0.7882,-73.83,0.7606,0.7634,COMPLETADO
4047,129.504,0.8256,-0.7882,-73.83,0.815,0.7648,COMPLETADO
4048,129.536,0.8256,-0.7882,-73.83,0.7949,0.7669,COMPLETADO
4049,129.568,0.8256,-0.7882,-73.83,0.7869,0.769,COMPLETADO
4050,129.6,0.8256,-0.7882,-73.83,0.7969,0.7715,COMPLETADO
4051,129.632,0.8256,-0.7882,-73.83,0.8398,0.776,COMPLETADO
4052,129.664,0.8256,-0.7882,-73.83,0.7575,0.7779,COMPLETADO
4053,129.696,0.8256,-0.7882,-73.83,0.7773,0.779,COMPLETADO
4054,129.728,0.8256,-0.7882,-73.83,0.7763,0.7795,COMPLETADO
4055,129.76,0.8256,-0.7882,-73.83,0.7808,0.7799,COMPLETADO
4056,129.792,0.8256,-0.7882,-73.83,0.8244,0.7821,COMPLETADO
4057,129.824,0.8256,-0.7882,-73.83,0.7257,0.7809,COMPLETADO
4058,129.856,0.8256,-0.7882,-73.83,0.8057,0.7813,COMPLETADO
4059,129.888,0.8256,-0.7882,-73.83,0.7802,0.7815,COMPLETADO
4060,129.92,0.8256,-0.7882,-73.83,0.7482,0.7801,COMPLETADO
4061,129.952,0.8256,-0.7882,-73.83,0.7435,0.7777,COMPLETADO
4062,129.984,0.8256,-0.7882,-73.83,0.7385,0.7746,COMPLETADO
4063,130.016,0.8256,-0.7882,-73.83,0.7364,0.771,COMPLETADO
4064,130.048,0.8256,-0.7882,-73.83,0.7513,0.768,COMPLETADO
4065,130.08,0.8256,-0.7882,-73.83,0.7355,0.7648,COMPLETADO
4066,130.112,0.8256,-0.7882,-73.83,0.8186,0.7652,COMPLETADO
4067,130.144,0.8256,-0.7882,-73.83,0.8366,0.7686,COMPLETADO
4068,130.176,0.8256,-0.7882,-73.83,0.7677,0.7706,COMPLETADO
4069,130.208,0.8256,-0.7882,-73.83,0.7774,0.7721,COMPLETADO
4070,130.24,0.8256,-0.7882,-73.83,0.7683,0.7728,COMPLETADO
4071,130.272,0.8256,-0.7882,-73.83,0.7911,0.774,COMPLETADO
4072,130.304,0.8256,-0.7882,-73.83,0.7813,0.7751,COMPLETADO
4073,130.336,0.8256,-0.7882,-73.83,0.7883,0.7763,COMPLETADO
4074,130.368,0.8256,-0.7882,-73.83,0.7271,0.7749,COMPLETADO
4075,130.4,0.8256,-0.7882,-73.83,0.7697,0.7738,COMPLETADO
4076,130.432,0.8256,-0.7882,-73.83,0.7994,0.7743,COMPLETADO
4077,130.464,0.8256,-0.7882,-73.83,0.7428,0.7732,COMPLETADO
4078,130.496,0.8256,-0.7882,-73.83,0.7445,0.7713,COMPLETADO
4079,130.528,0.8256,-0.7882,-73.83,0.7794,0.7705,COMPLETADO
4080,130.56,0.8256,-0.7882,-73.83,0.7799,0.7704,COMPLETADO
4081,130.592,0.8256,-0.7882,-73.83,0.7731,0.7705,COMPLETADO
4082,130.624,0.8256,-0.7882,-73.83,0.7846,0.7712,COMPLETADO
4083,130.656,0.8256,-0.7882,-73.83,0.7556,0.7709,COMPLETADO
4084,130.688,0.8256,-0.7882,-73.83,0.7861,0.7714,COMPLETADO
4085,130.72,0.8256,-0.7882,-73.83,0.6884,0.768,COMPLETADO
4086,130.752,0.8256,-0.7882,-73.83,0.798,0.7674,COMPLETADO
4087,130.784,0.8256,-0.7882,-73.83,0.7433,0.7659,COMPLETADO
4088,130.816,0.8256,-0.7882,-73.83,0.729,0.7634,COMPLETADO
4089,130.848,0.8256,-0.7882,-73.83,0.7939,0.7632,COMPLETADO
4090,130.88,0.8256,-0.7882,-73.83,0.7429,0.7623,COMPLETADO
4091,130.912,0.8256,-0.7882,-73.83,0.7335,0.7604,COMPLETADO
4092,130.944,0.8256,-0.7882,-73.83,0.782,0.7603,COMPLETADO
4093,130.976,0.8256,-0.7882,-73.83,0.7493,0.7597,COMPLETADO
4094,131.008,0.8256,-0.7882,-73.83,0.7545,0.7591,COMPLETADO
4095,131.04,0.8256,-0.7882,-73.83,0.7425,0.758,COMPLETADO
4096,131.072,0.8256,-0.7882,-73.83,0.7407,0.7566,COMPLETADO
4097,131.104,0.8256,-0.7882,-73.83,0.7864,0.7571,COMPLETADO
4098,131.136,0.8256,-0.7882,-73.83,0.7631,0.7577,COMPLETADO
4099,131.168,0.8256,-0.7882,-73.83,0.7634,0.7582,COMPLETADO
4100,131.2,0.8256,-0.7882,-73.83,0.7514,0.7583,COMPLETADO
4101,131.232,0.8256,-0.7882,-73.83,0.7152,0.7564,COMPLETADO
4102,131.264,0.8256,-0.7882,-73.83,0.7897,0.7568,COMPLETADO
4103,131.296,0.8256,-0.7882,-73.83,0.7395,0.7562,COMPLETADO
4104,131.328,0.8256,-0.7882,-73.83,0.758,0.756,COMPLETADO
4105,131.36,0.8256,-0.7882,-73.83,0.764,0.7562,COMPLETADO
4106,131.392,0.8256,-0.7882,-73.83,0.7654,0.7567,COMPLETADO
4107,131.424,0.8256,-0.7882,-73.83,0.7395,0.7563,COMPLETADO
4108,131.456,0.8256,-0.7882,-73.83,0.768,0.7565,COMPLETADO
4109,131.488,0.8256,-0.7882,-73.83,0.7638,0.757,COMPLETADO
4110,131.52,0.8256,-0.7882,-73.83,0.7478,0.7569,COMPLETADO
4111,131.552,0.8256,-0.7882,-73.83,0.7713,0.7574,COMPLETADO
4112,131.584,0.8256,-0.7882,-73.83,0.7572,0.7577,COMPLETADO
4113,131.616,0.8256,-0.7882,-73.83,0.7965,0.7596,COMPLETADO
4114,131.648,0.8256,-0.7882,-73.83,0.7732,0.7614,COMPLETADO
4115,131.68,0.8256,-0.7882,-73.83,0.7637,0.7625,COMPLETADO
4116,131.712,0.8256,-0.7882,-73.83,0.7458,0.7624,COMPLETADO
4117,131.744,0.8256,-0.7882,-73.83,0.7848,0.7634,COMPLETADO
4118,131.776,0.8256,-0.7882,-73.83,0.808,0.7659,COMPLETADO
4119,131.808,0.8256,-0.7882,-73.83,0.7566,0.767,COMPLETADO
4120,131.84,0.8256,-0.7882,-73.83,0.7717,0.7679,COMPLETADO
4121,131.872,0.8256,-0.7882,-73.83,0.7904,0.7694,COMPLETADO
4122,131.904,0.8256,-0.7882,-73.83,0.7335,0.7687,COMPLETADO
4123,131.936,0.8256,-0.7882,-73.83,0.7423,0.7671,COMPLETADO
4124,131.968,0.8256,-0.7882,-73.83,0.7492,0.7654,COMPLETADO
4125,132.0,0.8256,-0.7882,-73.83,0.7477,0.7636,COMPLETADO
4126,132.032,0.8256,-0.7882,-73.83,0.7892,0.7637,COMPLETADO
4127,132.064,0.8256,-0.7882,-73.83,0.7344,0.7624,COMPLETADO
4128,132.096,0.8256,-0.7882,-73.83,0.7967,0.7632,COMPLETADO
4129,132.128,0.8256,-0.7882,-73.83,0.7874,0.7647,COMPLETADO
4130,132.16,0.8256,-0.7882,-73.83,0.8388,0.7688,COMPLETADO
4131,132.192,0.8256,-0.7882,-73.83,0.7197,0.7691,COMPLETADO
4132,132.224,0.8256,-0.7882,-73.83,0.7969,0.7706,COMPLETADO
4133,132.256,0.8256,-0.7882,-73.83,0.7875,0.7721,COMPLETADO
4134,132.288,0.8256,-0.7882,-73.83,0.7442,0.7719,COMPLETADO
4135,132.32,0.8256,-0.7882,-73.83,0.7391,0.7703,COMPLETADO
4136,132.352,0.8256,-0.7882,-73.83,0.7881,0.7701,COMPLETADO
4137,132.384,0.8256,-0.7882,-73.83,0.7737,0.7701,COMPLETADO
4138,132.416,0.8256,-0.7882,-73.83,0.7726,0.7703,COMPLETADO
4139,132.448,0.8256,-0.7882,-73.83,0.8073,0.772,COMPLETADO
4140,132.48,0.8256,-0.7882,-73.83,0.7499,0.7721,COMPLETADO
4141,132.512,0.8256,-0.7882,-73.83,0.7478,0.771,COMPLETADO
4142,132.544,0.8256,-0.7882,-73.83,0.7281,0.7685,COMPLETADO
4143,132.576,0.8256,-0.7882,-73.83,0.813,0.769,COMPLETADO
4144,132.608,0.8256,-0.7882,-73.83,0.7898,0.7702,COMPLETADO
4145,132.64,0.8256,-0.7882,-73.83,0.7362,0.7694,COMPLETADO
4146,132.672,0.8256,-0.7882,-73.83,0.7644,0.7687,COMPLETADO
4147,132.704,0.8256,-0.7882,-73.83,0.7193,0.7661,COMPLETADO
4148,132.736,0.8256,-0.7882,-73.83,0.7398,0.7634,COMPLETADO
4149,132.768,0.8256,-0.7882,-73.83,0.7494,0.7612,COMPLETADO
4150,132.8,0.8256,-0.7882,-73.83,0.7576,0.7597,COMPLETADO
4151,132.832,0.8256,-0.7882,-73.83,0.7472,0.7583,COMPLETADO
4152,132.864,0.8256,-0.7882,-73.83,0.7646,0.7577,COMPLETADO
4153,132.896,0.8256,-0.7882,-73.83,0.7739,0.7581,COMPLETADO
4154,132.928,0.8256,-0.7882,-73.83,0.7162,0.7564,COMPLETADO
4155,132.96,0.8256,-0.7882,-73.83,0.7755,0.7563,COMPLETADO
4156,132.992,0.8256,-0.7882,-73.83,0.8051,0.7584,COMPLETADO
4157,133.024,0.8256,-0.7882,-73.83,0.7846,0.7607,COMPLETADO
4158,133.056,0.8256,-0.7882,-73.83,0.7629,0.7623,COMPLETADO
4159,133.088,0.8256,-0.7882,-73.83,0.797,0.7647,COMPLETADO
4160,133.12,0.8256,-0.7882,-73.83,0.7559,0.7658,COMPLETADO
4161,133.152,0.8256,-0.7882,-73.83,0.7663,0.7664,COMPLETADO
4162,133.184,0.8256,-0.7882,-73.83,0.79,0.7678,COMPLETADO
4163,133.216,0.8256,-0.7882,-73.83,0.7439,0.7676,COMPLETADO
4164,133.248,0.8256,-0.7882,-73.83,0.7402,0.7663,COMPLETADO
4165,133.28,0.8256,-0.7882,-73.83,0.7141,0.7633,COMPLETADO
4166,133.312,0.8256,-0.7882,-73.83,0.7786,0.7621,COMPLETADO
4167,133.344,0.8256,-0.7882,-73.83,0.7702,0.7617,COMPLETADO
4168,133.376,0.8256,-0.7882,-73.83,0.7563,0.7613,COMPLETADO
4169,133.408,0.8256,-0.7882,-73.83,0.7996,0.7627,COMPLETADO
4170,133.44,0.8256,-0.7882,-73.83,0.7267,0.762,COMPLETADO
4171,133.472,0.8256,-0.7882,-73.83,0.7538,0.7612,COMPLETADO
4172,133.504,0.8256,-0.7882,-73.83,0.7713,0.7611,COMPLETADO
4173,133.536,0.8256,-0.7882,-73.83,0.7618,0.7612,COMPLETADO
4174,133.568,0.8256,-0.7882,-73.83,0.8056,0.7631,COMPLETADO
4175,133.6,0.8256,-0.7882,-73.83,0.7151,0.7622,COMPLETADO
4176,133.632,0.8256,-0.7882,-73.83,0.7414,0.7607,COMPLETADO
4177,133.664,0.8256,-0.7882,-73.83,0.8033,0.7617,COMPLETADO
4178,133.696,0.8256,-0.7882,-73.83,0.7369,0.7612,COMPLETADO
4179,133.728,0.8256,-0.7882,-73.83,0.7345,0.7597,COMPLETADO
4180,133.76,0.8256,-0.7882,-73.83,0.7631,0.759,COMPLETADO
4181,133.792,0.8256,-0.7882,-73.83,0.7277,0.7572,COMPLETADO
4182,133.824,0.8256,-0.7882,-73.83,0.7908,0.7576,COMPLETADO
4183,133.856,0.8256,-0.7882,-73.83,0.7538,0.7577,COMPLETADO
4184,133.888,0.8256,-0.7882,-73.83,0.797,0.7594,COMPLETADO
4185,133.92,0.8256,-0.7882,-73.83,0.7927,0.7619,COMPLETADO
4186,133.952,0.8256,-0.7882,-73.83,0.7241,0.7618,COMPLETADO
4187,133.984,0.8256,-0.7882,-73.83,0.7451,0.761,COMPLETADO
4188,134.016,0.8256,-0.7882,-73.83,0.7595,0.7604,COMPLETADO
4189,134.048,0.8256,-0.7882,-73.83,0.7724,0.7606,COMPLETADO
4190,134.08,0.8256,-0.7882,-73.83,0.7636,0.7608,COMPLETADO
4191,134.112,0.8256,-0.7882,-73.83,0.8126,0.7633,COMPLETADO
4192,134.144,0.8256,-0.7882,-73.83,0.7252,0.763,COMPLETADO
4193,134.176,0.8256,-0.7882,-73.83,0.7639,0.7629,COMPLETADO
4194,134.208,0.8256,-0.7882,-73.83,0.7915,0.7641,COMPLETADO
4195,134.24,0.8256,-0.7882,-73.83,0.7784,0.7655,COMPLETADO
4196,134.272,0.8256,-0.7882,-73.83,0.7695,0.7664,COMPLETADO
4197,134.304,0.8256,-0.7882,-73.83,0.7809,0.7677,COMPLETADO
4198,134.336,0.8256,-0.7882,-73.83,0.7538,0.7678,COMPLETADO
4199,134.368,0.8256,-0.7882,-73.83,0.7885,0.7688,COMPLETADO
4200,134.4,0.8256,-0.7882,-73.83,0.7976,0.7706,COMPLETADO
4201,134.432,0.8256,-0.7882,-73.83,0.7828,0.7723,COMPLETADO
4202,134.464,0.8256,-0.7882,-73.83,0.7791,0.7735,COMPLETADO
4203,134.496,0.8256,-0.7882,-73.83,0.7214,0.772,COMPLETADO
4204,134.528,0.8256,-0.7882,-73.83,0.8239,0.7734,COMPLETADO
4205,134.56,0.8256,-0.7882,-73.83,0.8209,0.7763,COMPLETADO
4206,134.592,0.8256,-0.7882,-73.83,0.7701,0.7777,COMPLETADO
4207,134.624,0.8256,-0.7882,-73.83,0.7531,0.7775,COMPLETADO
4208,134.656,0.8256,-0.7882,-73.83,0.774,0.7773,COMPLETADO
4209,134.688,0.8256,-0.7882,-73.83,0.7196,0.7746,COMPLETADO
4210,134.72,0.8256,-0.7882,-73.83,0.7763,0.773,COMPLETADO
4211,134.752,0.8256,-0.7882,-73.83,0.7822,0.7725,COMPLETADO
4212,134.784,0.8256,-0.7882,-73.83,0.7333,0.7705,COMPLETADO
4213,134.816,0.8256,-0.7882,-73.83,0.7321,0.7676,COMPLETADO
4214,134.848,0.8256,-0.7882,-73.83,0.7148,0.7636,COMPLETADO
4215,134.88,0.8256,-0.7882,-73.83,0.766,0.7613,COMPLETADO
4216,134.912,0.8256,-0.7882,-73.83,0.7562,0.7597,COMPLETADO
4217,134.944,0.8256,-0.7882,-73.83,0.7537,0.7584,COMPLETADO
4218,134.976,0.8256,-0.7882,-73.83,0.7591,0.7577,COMPLETADO
4219,135.008,0.8256,-0.7882,-73.83,0.7563,0.7573,COMPLETADO
4220,135.04,0.8256,-0.7882,-73.83,0.7577,0.757,COMPLETADO
4221,135.072,0.8256,-0.7882,-73.83,0.7766,0.7577,COMPLETADO
4222,135.104,0.8256,-0.7882,-73.83,0.752,0.7579,COMPLETADO
4223,135.136,0.8256,-0.7882,-73.83,0.7296,0.7567,COMPLETADO
4224,135.168,0.8256,-0.7882,-73.83,0.7375,0.7552,COMPLETADO
